,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,22500,                   7.74,                   0.53,                   3.49,                   0.27,                   4.02
2007-01-03,20700,                   7.12,                   0.48,                   3.21,                   0.24,                   4.37
2007-01-04,20500,                   7.06,                   0.48,                   3.18,                   0.24,                   4.41
2007-01-05,19700,                   6.78,                   0.46,                   3.06,                   0.23,                   4.59
2007-01-08,19150,                   6.59,                   0.45,                   2.97,                   0.23,                   4.72
2007-01-09,19700,                   6.78,                   0.46,                   3.06,                   0.23,                   4.59
2007-01-10,19350,                   6.66,                   0.45,                   3.00,                   0.23,                   4.67
2007-01-11,19400,                   6.68,                   0.45,                   3.01,                   0.23,                   4.66
2007-01-12,20300,                   6.99,                   0.48,                   3.15,                   0.24,                   4.45
2007-01-15,19900,                   6.85,                   0.47,                   3.09,                   0.24,                   4.54
2007-01-16,19350,                   6.66,                   0.45,                   3.00,                   0.23,                   4.67
2007-01-17,19500,                   6.71,                   0.46,                   3.03,                   0.23,                   4.63
2007-01-18,19700,                   6.78,                   0.46,                   3.06,                   0.23,                   4.59
2007-01-19,18500,                   6.37,                   0.43,                   2.87,                   0.22,                   4.88
2007-01-22,18250,                   6.28,                   0.43,                   2.83,                   0.22,                   4.95
2007-01-23,18700,                   6.44,                   0.44,                   2.90,                   0.22,                   4.83
2007-01-24,19800,                   6.81,                   0.46,                   3.07,                   0.23,                   4.56
2007-01-25,19700,                   6.78,                   0.46,                   3.06,                   0.23,                   4.59
2007-01-26,19400,                   6.68,                   0.45,                   3.01,                   0.23,                   4.66
2007-01-29,19400,                   6.68,                   0.45,                   3.01,                   0.23,                   4.66
2007-01-30,19850,                   6.83,                   0.46,                   3.08,                   0.23,                   4.55
2007-01-31,19950,                   6.87,                   0.47,                   3.09,                   0.24,                   4.53
2007-02-01,20000,                   6.88,                   0.47,                   3.10,                   0.24,                   4.52
2007-02-02,20200,                   6.95,                   0.47,                   3.13,                   0.24,                   4.47
2007-02-05,20350,                   7.00,                   0.48,                   3.16,                   0.24,                   4.44
2007-02-06,20700,                   7.12,                   0.48,                   3.21,                   0.24,                   4.37
2007-02-07,21500,                   7.40,                   0.50,                   3.34,                   0.25,                   4.20
2007-02-08,22150,                   7.62,                   0.52,                   3.44,                   0.26,                   4.08
2007-02-09,21600,                   7.43,                   0.51,                   3.35,                   0.26,                   4.18
2007-02-12,21700,                   7.47,                   0.51,                   3.37,                   0.26,                   4.16
2007-02-13,22300,                   7.67,                   0.52,                   3.46,                   0.26,                   4.05
2007-02-14,22850,                   7.86,                   0.53,                   3.54,                   0.27,                   3.95
2007-02-15,23000,                   7.92,                   0.54,                   3.57,                   0.27,                   3.93
2007-02-16,23000,                   7.92,                   0.54,                   3.57,                   0.27,                   3.93
2007-02-20,22200,                   7.64,                   0.52,                   3.44,                   0.26,                   4.07
2007-02-21,22600,                   7.78,                   0.53,                   3.51,                   0.27,                   4.00
2007-02-22,22950,                   7.90,                   0.54,                   3.56,                   0.27,                   3.94
2007-02-23,23100,                   7.95,                   0.54,                   3.58,                   0.27,                   3.91
2007-02-26,23200,                   7.98,                   0.54,                   3.60,                   0.27,                   3.89
2007-02-27,23000,                   7.92,                   0.54,                   3.57,                   0.27,                   3.93
2007-02-28,23100,                   7.95,                   0.54,                   3.58,                   0.27,                   3.91
2007-03-02,23150,                   7.97,                   0.54,                   3.59,                   0.27,                   3.90
2007-03-05,22550,                   7.76,                   0.53,                   3.50,                   0.27,                   4.01
2007-03-06,22950,                   7.90,                   0.54,                   3.56,                   0.27,                   3.94
2007-03-07,23350,                   8.04,                   0.55,                   3.62,                   0.28,                   3.87
2007-03-08,23850,                   8.21,                   0.56,                   3.70,                   0.28,                   3.79
2007-03-09,23700,                   8.16,                   0.55,                   3.68,                   0.28,                   3.81
2007-03-12,24000,                   8.26,                   0.56,                   3.72,                   0.28,                   3.76
2007-03-13,24350,                   8.38,                   0.57,                   3.78,                   0.29,                   3.71
2007-03-14,24450,                   8.41,                   0.57,                   3.79,                   0.29,                   3.70
2007-03-15,25150,                   8.66,                   0.59,                   3.90,                   0.30,                   3.59
2007-03-16,25700,                   8.84,                   0.60,                   3.99,                   0.30,                   3.52
2007-03-19,25400,                   8.74,                   0.59,                   3.94,                   0.30,                   3.56
2007-03-20,24550,                   8.45,                   0.57,                   3.81,                   0.29,                   3.68
2007-03-21,24750,                   8.52,                   0.58,                   3.84,                   0.29,                   3.65
2007-03-22,24300,                   8.36,                   0.57,                   3.77,                   0.29,                   3.72
2007-03-23,24100,                   8.29,                   0.56,                   3.74,                   0.28,                   3.75
2007-03-26,25050,                   8.62,                   0.59,                   3.89,                   0.30,                   3.61
2007-03-27,26050,                   8.96,                   0.61,                   4.04,                   0.31,                   3.47
2007-03-28,25800,                   8.88,                   0.60,                   4.00,                   0.30,                   3.50
2007-03-29,25950,                   8.93,                   0.61,                   4.03,                   0.31,                   3.48
2007-03-30,26000,                   8.95,                   0.61,                   4.03,                   0.31,                   3.48
2007-04-02,26000,                   8.95,                   0.61,                   4.03,                   0.31,                   3.48
2007-04-03,25500,                   8.78,                   0.60,                   3.96,                   0.30,                   3.54
2007-04-04,25650,                   8.83,                   0.60,                   3.98,                   0.30,                   3.52
