,PER,PBR,PCR,PSR,배당수익률,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,소형주,외국인 순매수 강도
2007-06-01,,,,,,,,,,,,,
2007-09-01,,,,,,,,,,,,,
2007-12-01,,,,,,,,,,,,,
2008-03-01,,,,,,,,,,,,,
2008-06-01,,,,,,,,,,,,,
2008-09-01,,,,,,,,,,,,,
2008-12-01,,,,,,,,,,,,,
2009-03-01,,,,,,,,,,,,,
2009-06-01,,,,,,,,,,,,,
2009-09-01,,,,,,,,,,,,,
2009-12-01,,,,,,,,,,,,,
2010-03-01,,,,,,,,,,,,,
2010-06-01,,,,,,,,,,,,,
2010-09-01,,,,,,,,,,,,,
2010-12-01,,,,,,,,,,,,,
2011-03-01,,,,,,,,,,,,,
2011-06-01,,,,,,,,,,,,,
2011-09-01,,,,,,,,,,,,,
2011-12-01,,,,,,,,,,,,,
2012-03-01,,,,,,,,,,,,,
2012-06-01,,,,,,,,,,,,,
2012-09-01,,,,,,,,,,,,,
2012-12-01,,,,,,,,,,,,,
2013-03-01,,,,,,,,,,,,,
2013-06-01,,,,,,,,,,,,,
2013-09-01,,,,,,,,,,,,,
2013-12-01,,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,
2014-06-01,,,,,,,,,,,,,
2014-09-01,,,,,,,,,,,,,
2014-12-01,,,,,,,,,,,,,
2015-03-01,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,,,,
2017-12-01,,,,,,,,,,,,,
2018-03-01,,,,,,,,,,,,,
2018-06-01,,,,,,,,,,,,,
2018-09-01,,,,,,,,,,,,,
2018-12-01,,,,,,,,,,,,,
2019-03-01,,,,,,,,,,,,,
2019-06-01,,,,,,,,,,,,,
2019-09-01,,,,,,,,,,,,,
2019-12-01,,,,,,,,,,,,,
2020-03-01,,,,,,,,,,,,,-4.175551965535811
2020-06-01,,,,,,,,,,,,,
2020-09-01,,,,,,,,,,,,,
2020-12-01,,,,,,,,,,,,0.08492415523149463,
2021-03-01,33.51375,,20.251875,1.460625,,,,,,,,0.0843449373377508,-1.3649852202791504
2021-06-01,36.5275,,22.07375,1.5684999999999998,,,,,510.0,160.9727401,9.998265095,0.08571211556668838,-0.026702354029347206
2021-09-01,,6.598571428571427,,1.3117460317460317,,,,,289.0,-7.162740104,-1.948265095,0.08338954248413681,0.24947514675851154
2021-12-01,,7.38467741935484,,1.467258064516129,,33.97908979999999,42.68338666999999,-1.9227043289999999,348.0,-24.080948549999988,0.16169572999999998,0.08390259676141261,0.3422430480004323
2022-03-01,,6.843809523809523,,1.3603174603174604,,-48.669089799999995,-42.68338666999999,38.84270432999999,-191.0,12.45094855,-3.11169573,0.08492686901204226,-0.37546843293627474
2022-06-01,26.584,5.830847457627117,17.236,1.1820338983050849,,-335.3582211,-319.4445772,3.5723635689999997,298.0,150.46094539999999,6.835754853999999,0.08609747284459525,0.10023614337846591
2022-09-01,24.54967741935484,3.746129032258065,15.917419354838714,1.0045161290322582,,336.0982211,344.3845772,16.21763643,508.0,-19.35094537,-0.065754854,0.08652669172976074,-0.29131111697944845
2022-12-01,23.169841269841264,3.535396825396825,15.02253968253968,0.947936507936508,,70.97651813,27.77738384,30.439432900000003,649.0,5.34593878,0.7982749649999901,0.08781659920239344,-0.3968607540073508
2023-03-01,19.48564516129032,2.973548387096774,12.633870967741933,0.7964516129032257,,52.87348186999999,36.34261615999999,-13.4394329,178.0,5.66406121999999,0.8017250349999999,0.08739349410405496,0.21320690224426003
