,PER,PBR,PCR,PSR,배당수익률,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,소형주,외국인 순매수 강도
2007-06-01,,,,,,,,,,,,,
2007-09-01,,,,,,,,,,,,,
2007-12-01,,,,,,,,,,,,,
2008-03-01,,,,,,,,,,,,,
2008-06-01,,,,,,,,,,,,,
2008-09-01,,,,,,,,,,,,,
2008-12-01,,,,,,,,,,,,,
2009-03-01,,,,,,,,,,,,,
2009-06-01,,,,,,,,,,,,,
2009-09-01,,,,,,,,,,,,,
2009-12-01,,,,,,,,,,,,,
2010-03-01,,,,,,,,,,,,,
2010-06-01,,,,,,,,,,,,,
2010-09-01,,,,,,,,,,,,,
2010-12-01,,,,,,,,,,,,,
2011-03-01,,,,,,,,,,,,,
2011-06-01,,,,,,,,,,,,,
2011-09-01,,,,,,,,,,,,,
2011-12-01,,,,,,,,,,,,,
2012-03-01,,,,,,,,,,,,,
2012-06-01,,,,,,,,,,,,,
2012-09-01,,,,,,,,,,,,,
2012-12-01,,,,,,,,,,,,,
2013-03-01,,,,,,,,,,,,,
2013-06-01,,,,,,,,,,,,,
2013-09-01,,,,,,,,,,,,,
2013-12-01,,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,
2014-06-01,,,,,,,,,,,,,
2014-09-01,,,,,,,,,,,,,
2014-12-01,,,,,,,,,,,,,
2015-03-01,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,,,,
2017-12-01,,,,,,,,,,,,,
2018-03-01,,,,,,,,,,,,,1.0308075890038628
2018-06-01,,,,,,,,,,,,,
2018-09-01,,,,,,,,,,,,0.08963851929027429,-2.345488781351548
2018-12-01,,,,,,,,,,,,0.09254134643784191,-0.3191797966673247
2019-03-01,,,,,,,,,,,,0.0919530993321863,0.13739650669945128
2019-06-01,,1.51,6.694545454545456,0.3318181818181818,,,,,,427.48086450000005,6.849266480999989,0.09179200495273991,-0.30294672065497363
2019-09-01,,1.3933870967741937,6.175,0.3051612903225806,,,,,7299.0,-7.8908645360000005,-0.449266481,0.09138007450649095,-1.4890957797244166
2019-12-01,,1.457777777777778,6.462539682539682,0.3198412698412697,,-19.801374499999998,-488.5798222,-3.514389246,-9698.0,55.28465643,-0.46977472100000006,0.09234735859754352,-0.5393628484726521
2020-03-01,,1.3051612903225809,5.784516129032258,0.287741935483871,,-198.9686255,488.5798222,,-13265.0,49.47534357,-0.750225279,0.09448564532990485,0.11672967468519031
2020-06-01,,1.0601612903225808,4.488548387096773,0.2141935483870967,,54.0447661,-119.70879649999999,-1.04816142,,552.7133627000001,4.137144871,0.09482282699334436,0.10474995067788502
2020-09-01,,1.192950819672131,3.7216393442622953,0.1267213114754098,,-54.0447661,119.70879649999999,-32.11183857999999,-6500.0,14.36663729,-5.477144870999999,0.09077846274999853,-0.52435630993049
2020-12-01,,1.87109375,5.8403125,0.1992187499999999,,-127.73995709999998,-123.52024370000001,68.82362651,6500.0,-19.15764783,1.195735734,0.09033685027923972,0.2871570917940784
2021-03-01,,1.9783606557377047,6.17327868852459,0.210327868852459,,49.34995708,123.52024370000001,-57.24362651,18.0,-24.322352169999988,1.5742642660000001,0.08570319885616506,0.19696974325233207
2021-06-01,,3.8191666666666655,10.191999999999998,0.4383333333333333,,127.4512917,86.47346732,11.13088738,,481.74607619999995,10.83779219,0.0828738369456839,0.19744782810259678
2021-09-01,,5.5371428571428565,9.877460317460317,0.727936507936508,,-127.4512917,-86.47346732,42.979112619999995,26386.0,-96.1160762,1.412207812,0.07989767842637881,0.5021896807431739
2021-12-01,,8.668709677419354,15.464354838709676,1.1398387096774194,,18.708627889999992,-1.058912804,10.856517929999999,-26386.0,-57.81009661,0.822372128,0.07926880783872321,-0.2623733800734806
2022-03-01,,9.548888888888888,17.033174603174604,1.255873015873016,,-18.708627889999992,1.058912804,-64.96651793,56109.0,-24.72990339,-0.912372128,0.08141328498696514,-0.33717545504711005
2022-06-01,,5.990508474576271,10.31542372881356,0.8233898305084748,2.04625,5.601108054,-6.394356244000001,1.465495314,,327.82567509999996,10.13135845,0.08152884154629647,-0.7974491715331128
2022-09-01,8.491935483870968,3.5130645161290324,4.937096774193549,0.5920967741935483,2.1204838709677416,-6.591108054,-7.395643756,22.06450469,22747.0,-17.75567506,-0.31135844899999,0.08295482480705314,-0.1922009290411982
2022-12-01,6.878730158730158,2.8455555555555567,3.999206349206349,0.4792063492063493,2.6204761904761904,-32.29611173,-55.15561302,-4.830042133999999,-22747.0,-18.87624466,-0.987727284,0.08359074101699421,0.20497237731860982
2023-03-01,6.297419354838708,2.6056451612903224,3.661129032258064,0.4385483870967742,2.857741935483871,5.336111733,18.94561302,-11.92995787,28053.0,-24.15375534,-0.6322727159999999,0.08269223557919199,-0.2737303874236695
